User INV Type,Project Name,Supplier Number,Supplier Name,Cost Center,Invoice No,Voucher No ,Category,Invoice Type,Currency,Invoice Date,PO,Department,,Functional Net ,Due Dates,Terms,Due Amount,< 30 Days,30 : 60,60 :90,90:120,120:180,180:270,270:360,>360,Cutoff Date
1,ORA ZED - Ph 01B - Pkgs A&D,1380,ماستر للسقالات والتويدات,137,10913,23304601,Scaffolding,STANDARD,EGP,  14-MAY-23,,,,26273.75,2023-05-14,Immediate,0,26273.75,0,0,0,0,0,,0,2023-07-12
1,ORA ZED - Ph 01B - Pkgs A&D,1380,ماستر للسقالات والتويدات,137,11073,23304598,Scaffolding,STANDARD,EGP,  14-MAY-23,,,,5109.28,2023-05-14,Immediate,0,5109.28,0,0,0,0,0,,0,2023-07-12
1,SSC Suez Steel Company Project,1380,ماستر للسقالات والتويدات,184,11476,23307021,Scaffolding,STANDARD,EGP,  30-JUN-23,85318,Scaffolding,,74100,2023-07-23,100% 30 Days,0,74100,0,0,0,0,0,,0,2023-07-12
1,Wadi Halfa Port,1380,ماستر للسقالات والتويدات,183,10717,23300509,Current account Purchasing,STANDARD,EGP,  23-JAN-23,76831,Scaffolding,,326040,2023-02-17,Post 1 month & Post 2 month & Post 3 month,0,0,107593.2,0,0,0,0,,0,2023-07-12
1,Wadi Halfa Port,1380,ماستر للسقالات والتويدات,183,10717,23300509,Current account Purchasing,STANDARD,EGP,  23-JAN-23,76831,Scaffolding,,326040,2023-02-17,Post 1 month & Post 2 month & Post 3 month,0,0,0,107593.2,0,0,0,,0,2023-07-12
1,Wadi Halfa Port,1380,ماستر للسقالات والتويدات,183,10717,23300509,Current account Purchasing,STANDARD,EGP,  23-JAN-23,76831,Scaffolding,,326040,2023-02-17,Post 1 month & Post 2 month & Post 3 month,0,110853.6,0,0,0,0,0,,0,2023-07-12
1,Wadi Halfa Port,1380,ماستر للسقالات والتويدات,183,10252-10743,23300987,Scaffolding,STANDARD,EGP,  31-JAN-23,73050,Scaffolding,,1516947.16,2022-11-30,Post 1 month & Post 2 month & Post 3 month,0,0,0,500592.56,0,0,0,,0,2023-07-12
1,Wadi Halfa Port,1380,ماستر للسقالات والتويدات,183,10252-10743,23300987,Scaffolding,STANDARD,EGP,  31-JAN-23,73050,Scaffolding,,1516947.16,2022-11-30,Post 1 month & Post 2 month & Post 3 month,0,515762.03,0,0,0,0,0,,0,2023-07-12
1,Wadi Halfa Port,1380,ماستر للسقالات والتويدات,183,10252-10743,23300987,Scaffolding,STANDARD,EGP,  31-JAN-23,73050,Scaffolding,,1516947.16,2022-11-30,Post 1 month & Post 2 month & Post 3 month,0,0,500592.56,0,0,0,0,,0,2023-07-12
1,Air Defense College,1380,ماستر للسقالات والتويدات,150,11014,23303354,Scaffolding,STANDARD,EGP,  30-MAR-23,81996,Scaffolding,,89775,2023-04-26,100% 30 Days,0,89775,0,0,0,0,0,,0,2023-07-12
1,El Khatatba Bridge,1380,ماستر للسقالات والتويدات,143,10751,23301850,Scaffolding,STANDARD,EGP,  23-FEB-23,78490,Scaffolding,,247471.04,2023-03-08,Post 1 month & Post 2 month & Post 3 month,0,84140.15,0,0,0,0,0,,0,2023-07-12
1,El Khatatba Bridge,1380,ماستر للسقالات والتويدات,143,10751,23301850,Scaffolding,STANDARD,EGP,  23-FEB-23,78490,Scaffolding,,247471.04,2023-03-08,Post 1 month & Post 2 month & Post 3 month,0,0,81665.44,0,0,0,0,,0,2023-07-12
1,El Khatatba Bridge,1380,ماستر للسقالات والتويدات,143,10751,23301850,Scaffolding,STANDARD,EGP,  23-FEB-23,78490,Scaffolding,,247471.04,2023-03-08,Post 1 month & Post 2 month & Post 3 month,0,0,0,81665.44,0,0,0,,0,2023-07-12
1,Faculty of Medicine,1380,ماستر للسقالات والتويدات,139,10503,22317886,Scaffolding,STANDARD,EGP,  18-DEC-22,,,,20520,2022-12-18,Immediate,0,20520,0,0,0,0,0,,0,2023-07-12
1,Faculty of Medicine,1380,ماستر للسقالات والتويدات,139,10710,23300220,Scaffolding,STANDARD,EGP,  15-JAN-23,,,,20520,2023-01-15,Immediate,0,20520,0,0,0,0,0,,0,2023-07-12
1,Faculty of Medicine,1380,ماستر للسقالات والتويدات,139,10775,23301840,Scaffolding,STANDARD,EGP,  23-FEB-23,,,,20520,2023-02-23,Immediate,0,20520,0,0,0,0,0,,0,2023-07-12
1,Faculty of Medicine,1380,ماستر للسقالات والتويدات,139,10907,23302363,Scaffolding,STANDARD,EGP,  08-MAR-23,,,,20520,2023-03-08,Immediate,0,20520,0,0,0,0,0,,0,2023-07-12
1,Faculty of Medicine,1380,ماستر للسقالات والتويدات,139,11070,23304599,Scaffolding,STANDARD,EGP,  14-MAY-23,,,,20520,2023-05-14,Immediate,0,20520,0,0,0,0,0,,0,2023-07-12
1,Faculty of Medicine,1380,ماستر للسقالات والتويدات,139,11200,23305222,Scaffolding,STANDARD,EGP,  25-MAY-23,,,,13794,2023-05-25,Immediate,0,13794,0,0,0,0,0,,0,2023-07-12
1,Faculty of Medicine,1380,ماستر للسقالات والتويدات,139,11415,23306369,Scaffolding,STANDARD,EGP,  15-JUN-23,,,,6023,2023-06-15,Immediate,0,6023,0,0,0,0,0,,0,2023-07-12
1,RING ROAD MARYOTIA EXPANSION,1380,ماستر للسقالات والتويدات,122,11413,23306085,Scaffolding,STANDARD,EGP,  11-JUN-23,,,,2584,2023-06-11,Immediate,0,2584,0,0,0,0,0,,0,2023-07-12
1,The Open Channel Project,1380,ماستر للسقالات والتويدات,160,10745,23301848,Scaffolding,STANDARD,EGP,  23-FEB-23,79557,Scaffolding,,256500,2023-03-14,100% 30 Days,0,256500,0,0,0,0,0,,0,2023-07-12
1,The Open Channel Project,1380,ماستر للسقالات والتويدات,160,10881,23301838,Scaffolding,STANDARD,EGP,  23-FEB-23,80345,Scaffolding,,256500,2023-03-16,100% 30 Days,0,256500,0,0,0,0,0,,0,2023-07-12
1,Abou Ghaleb Bridge,1380,ماستر للسقالات والتويدات,157,10408,22317882,Advance payment Purchasing,STANDARD,EGP,  18-DEC-22,76163,Scaffolding,,162792,2023-01-10,Post 1 month & Post 2 month & Post 3 month,0,55349.28,0,0,0,0,0,,0,2023-07-12
1,Abou Ghaleb Bridge,1380,ماستر للسقالات والتويدات,157,10408,22317882,Advance payment Purchasing,STANDARD,EGP,  18-DEC-22,76163,Scaffolding,,162792,2023-01-10,Post 1 month & Post 2 month & Post 3 month,0,0,53721.36,0,0,0,0,,0,2023-07-12
1,Abou Ghaleb Bridge,1380,ماستر للسقالات والتويدات,157,10408,22317882,Advance payment Purchasing,STANDARD,EGP,  18-DEC-22,76163,Scaffolding,,162792,2023-01-10,Post 1 month & Post 2 month & Post 3 month,0,0,0,53721.36,0,0,0,,0,2023-07-12
1,Abou Ghaleb Bridge,1380,ماستر للسقالات والتويدات,157,10716,23300228,Current account Purchasing,STANDARD,EGP,  15-JAN-23,77501,Scaffolding,,90812.4,2022-02-04,Post 1 month & Post 2 month,0,45406.2,0,0,0,0,0,,0,2023-07-12
1,Abou Ghaleb Bridge,1380,ماستر للسقالات والتويدات,157,10716,23300228,Current account Purchasing,STANDARD,EGP,  15-JAN-23,77501,Scaffolding,,90812.4,2022-02-04,Post 1 month & Post 2 month,0,0,45406.2,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10504,22317887,Scaffolding,STANDARD,EGP,  18-DEC-22,,,,166783.45,2022-12-18,Immediate,0,166783.45,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10711,23300219,Scaffolding,STANDARD,EGP,  15-JAN-23,,,,269218.98,2023-01-15,Immediate,0,269218.98,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10778,23301839,Scaffolding,STANDARD,EGP,  23-FEB-23,,,,269194.2,2023-02-23,Immediate,0,269194.2,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10891,23302419,Scaffolding,STANDARD,EGP,  12-MAR-23,80840,Scaffolding,,183540,2023-05-05,100% 60 Day,0,0,183540,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10979,23303352,Scaffolding,STANDARD,EGP,  30-MAR-23,81551,Scaffolding,,205200,2023-04-29,Post 1 month & Post 2 month,0,102600,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10990,23303351,Scaffolding,STANDARD,EGP,  30-MAR-23,81656,Scaffolding,,15960,2023-04-29,100% 30 Days,0,15960,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10979,23303352,Scaffolding,STANDARD,EGP,  30-MAR-23,81551,Scaffolding,,205200,2023-04-29,Post 1 month & Post 2 month,0,0,102600,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,10899,23303530,IT,STANDARD,EGP,  31-MAR-23,,,,268475.7,2023-03-31,Immediate,0,268475.7,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,11074,23304597,Scaffolding,STANDARD,EGP,  14-MAY-23,,,,268475.7,2023-05-14,Immediate,0,268475.7,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,11202,23305221,Scaffolding,STANDARD,EGP,  25-MAY-23,,,,268475.7,2023-05-25,Immediate,0,268475.7,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,11414,23306061,Scaffolding,STANDARD,EGP,  11-JUN-23,,,,268475.7,2023-06-11,Immediate,0,268475.7,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1380,ماستر للسقالات والتويدات,152,11416,23306058,Scaffolding,STANDARD,EGP,  11-JUN-23,,,,13299.98,2023-06-11,Immediate,0,13299.98,0,0,0,0,0,,0,2023-07-12
1,HST El Mahager Bridge,1380,ماستر للسقالات والتويدات,168,10746,23301869,Scaffolding,STANDARD,EGP,  26-FEB-23,79488,Scaffolding,,31920,2023-03-08,100% 30 Days,0,31920,0,0,0,0,0,,0,2023-07-12
1,HST El Mahager Bridge,1380,ماستر للسقالات والتويدات,168,10080-10953,23302362,Scaffolding,STANDARD,EGP,  08-MAR-23,72874,Scaffolding,,534375,2023-04-05,Post 1 month & Post 2 month & Post 3 month,0,181687.5,0,0,0,0,0,,0,2023-07-12
1,HST El Mahager Bridge,1380,ماستر للسقالات والتويدات,168,10080-10953,23302362,Scaffolding,STANDARD,EGP,  08-MAR-23,72874,Scaffolding,,534375,2023-04-05,Post 1 month & Post 2 month & Post 3 month,0,0,176343.75,0,0,0,0,,0,2023-07-12
1,HST El Mahager Bridge,1380,ماستر للسقالات والتويدات,168,10080-10953,23302362,Scaffolding,STANDARD,EGP,  08-MAR-23,72874,Scaffolding,,534375,2023-04-05,Post 1 month & Post 2 month & Post 3 month,0,0,0,176343.75,0,0,0,,0,2023-07-12
1,Creeks URBN-K,1380,ماستر للسقالات والتويدات,192,11315,23306780,Scaffolding,STANDARD,EGP,  26-JUN-23,84408,Scaffolding,,199500,2023-07-04,Post 1 month & Post 2 month,0,0,99750,0,0,0,0,,0,2023-07-12
1,Creeks URBN-K,1380,ماستر للسقالات والتويدات,192,11315,23306780,Scaffolding,STANDARD,EGP,  26-JUN-23,84408,Scaffolding,,199500,2023-07-04,Post 1 month & Post 2 month,0,99750,0,0,0,0,0,,0,2023-07-12
1,DP World Basin 2 Ph2,1380,ماستر للسقالات والتويدات,193,10897,23302361,Scaffolding,STANDARD,EGP,  08-MAR-23,80751,Scaffolding,,466000,2023-04-07,Post 1 month & Post 2 month & Post 3 month,0,0,0,153780,0,0,0,,0,2023-07-12
1,DP World Basin 2 Ph2,1380,ماستر للسقالات والتويدات,193,10897,23302361,Scaffolding,STANDARD,EGP,  08-MAR-23,80751,Scaffolding,,466000,2023-04-07,Post 1 month & Post 2 month & Post 3 month,0,158440,0,0,0,0,0,,0,2023-07-12
1,DP World Basin 2 Ph2,1380,ماستر للسقالات والتويدات,193,10897,23302361,Scaffolding,STANDARD,EGP,  08-MAR-23,80751,Scaffolding,,466000,2023-04-07,Post 1 month & Post 2 month & Post 3 month,0,0,153780,0,0,0,0,,0,2023-07-12
1,Other,1382,المجموعة المصرية للتوريدات,error,OB-ST-2017-6056,1606138,,STANDARD,EGP,  31-MAR-17,,,,0.02,2017-03-31,Immediate,0,0.02,0,0,0,0,0,,0,2023-07-12
1,AL-JAZI EGYPT,1384,اكرو مصر للشدات والسقالات المعدنيه,81,24656-24057,18315338,,STANDARD,EGP,  30-DEC-18,9206,Scaffolding,,0,2019-01-29,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,CFC Podium 2,1384,اكرو مصر للشدات والسقالات المعدنيه,113,26305,20301993,,STANDARD,EGP,  19-FEB-20,30115,Scaffolding,,0,2020-03-17,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,ELCO STEEL-EGAT,1384,اكرو مصر للشدات والسقالات المعدنيه,102,26544,20303592,,STANDARD,EGP,  24-MAR-20,22376,Scaffolding,,0,2020-04-12,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,EMAAR-Pkg#162/163- Marassi,1384,اكرو مصر للشدات والسقالات المعدنيه,123,26366,20301989,,STANDARD,EGP,  19-FEB-20,32181,Scaffolding,,0,2020-03-11,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,EMAAR-Pkg#162/163- Marassi,1384,اكرو مصر للشدات والسقالات المعدنيه,123,26646,20305084,,STANDARD,EGP,  30-APR-20,33669,Scaffolding,,0,2020-05-30,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,Mivida BP#189,1384,اكرو مصر للشدات والسقالات المعدنيه,170,554035,22312911,Current account Purchasing,STANDARD,EGP,  15-SEP-22,73242,Scaffolding,,45632.25,2022-10-07,100% 30 Days,0,45632.25,0,0,0,0,0,,0,2023-07-12
1,Creeks URBN-K,1384,اكرو مصر للشدات والسقالات المعدنيه,192,902796,23305565,Scaffolding,STANDARD,EGP,  29-MAY-23,83475,Scaffolding,,702340.32,2023-06-28,Post 1 month & Post 2 month,0,351170.16,0,0,0,0,0,,0,2023-07-12
1,Creeks URBN-K,1384,اكرو مصر للشدات والسقالات المعدنيه,192,902796,23305565,Scaffolding,STANDARD,EGP,  29-MAY-23,83475,Scaffolding,,702340.32,2023-06-28,Post 1 month & Post 2 month,0,0,351170.16,0,0,0,0,,0,2023-07-12
1,DPW Onshore Port & Terminal,1385,شركة كيميت للهندسة,94,11287,19305357,,STANDARD,EGP,  30-APR-19,20960,Purchasing,,0,2019-05-28,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,"EMAAR-PKG# 144, Marassi",1385,شركة كيميت للهندسة,93,11189,19303058,,STANDARD,EGP,  17-MAR-19,20361,Purchasing,,0,2019-04-08,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,Egat Rolling Mill no.4,1385,شركة كيميت للهندسة,172,13489,22307706,Current account Purchasing,STANDARD,EGP,  06-JUN-22,67460,Purchasing,,112594.11,2022-06-06,Immediate,0,112594.11,0,0,0,0,0,,0,2023-07-12
1,Egat Rolling Mill no.4,1385,شركة كيميت للهندسة,172,13589,22311168,Current account Purchasing,STANDARD,EGP,  14-AUG-22,67460,Purchasing,,36363.86,2022-08-14,Immediate,0,36363.86,0,0,0,0,0,,0,2023-07-12
1,Egat Rolling Mill no.4,1385,شركة كيميت للهندسة,172,13998,23304074,Current account Purchasing,STANDARD,EGP,  27-APR-23,82710,Purchasing,,500789.83,2023-04-27,Immediate,0,500789.83,0,0,0,0,0,,0,2023-07-12
1,ORA ZED - Ph 01B - Pkgs A&D,1385,شركة كيميت للهندسة,137,12447,20315999,,STANDARD,EGP,  13-DEC-20,43521,Purchasing,,0,2021-02-06,100% 60 Day,0,0,0,0,0,0,0,,0,2023-07-12
1,ORA ZED - Ph 01B - Pkgs A&D,1385,شركة كيميت للهندسة,137,13676,22313419,Current account Purchasing,STANDARD,EGP,  22-SEP-22,71496,Purchasing,,55484.28,2022-09-22,Immediate,0,55484.28,0,0,0,0,0,,0,2023-07-12
1,Port Said Port Silos,1385,شركة كيميت للهندسة,159,13969,23302767,Current account Purchasing,STANDARD,EGP,  16-MAR-23,78036,Purchasing,,39467.21,2023-03-16,Immediate,0,39467.21,0,0,0,0,0,,0,2023-07-12
1,Sokhna Port Expansion,1385,شركة كيميت للهندسة,145,13553,22310176,Current account Purchasing,STANDARD,EGP,  26-JUL-22,69231,Purchasing,,0.01,2022-07-26,Immediate,0,0.01,0,0,0,0,0,,0,2023-07-12
1,Suez Steel Factory,1385,شركة كيميت للهندسة,69,11218,19303710,,STANDARD,EGP,  26-MAR-19,20592,Purchasing,,0,2019-04-20,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,TSK Solar Benban,1385,شركة كيميت للهندسة,83,10759,18311147,,STANDARD,EGP,  24-OCT-18,13648,Purchasing,,0,2018-11-15,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,Asher Mn Ramadan Bridge No2,1385,شركة كيميت للهندسة,129,11854,20306313,,STANDARD,EGP,  08-JUN-20,35030,Purchasing,,0,2020-07-12,100% 60 Day,0,0,0,0,0,0,0,,0,2023-07-12
1,Asher Mn Ramadan Bridge No2,1385,شركة كيميت للهندسة,129,11965,20307225,,STANDARD,EGP,  22-JUN-20,36722,Purchasing,,0,2020-08-16,100% 60 Day,0,0,0,0,0,0,0,,0,2023-07-12
1,RING ROAD MARYOTIA EXPANSION,1385,شركة كيميت للهندسة,122,13321,22310457,Current account Purchasing,STANDARD,EGP,  31-JUL-22,63470,Purchasing,,16460.14,2022-04-15,100% 60 Day,0,0,16460.14,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1385,شركة كيميت للهندسة,152,14064,23306809,Current account Purchasing,STANDARD,EGP,  26-JUN-23,85369,Purchasing,,188356.54,2023-06-26,Immediate,0,188356.54,0,0,0,0,0,,0,2023-07-12
1,HST El Mahager Bridge,1385,شركة كيميت للهندسة,168,13736,22316959,Current account Purchasing,STANDARD,EGP,  30-NOV-22,76747,Purchasing,,16934.08,2022-12-20,100% 30 Days,0,16934.08,0,0,0,0,0,,0,2023-07-12
1,Wady El Natroon Bridge,1385,شركة كيميت للهندسة,167,13735-13734-13733,22317842,Current account Purchasing,STANDARD,EGP,  15-DEC-22,77206,Purchasing,,15791,2023-01-09,100% 30 Days,0,15791,0,0,0,0,0,,0,2023-07-12
1,Other,1385,شركة كيميت للهندسة,error,12932-12931-12924,22307104,Current account Purchasing,STANDARD,EGP,  24-MAY-22,,,,171173.92,2022-05-24,Immediate,0,171173.92,0,0,0,0,0,,0,2023-07-12
1,Other,1385,شركة كيميت للهندسة,error,13013,22307103,Current account Purchasing,STANDARD,EGP,  24-MAY-22,,,,130181,2022-05-24,Immediate,0,130181,0,0,0,0,0,,0,2023-07-12
1,BKG#178-Lagoon Discharge,1386,شركة مصر للمعدات,142,1348,21303084,,STANDARD,EGP,  14-MAR-21,46555,Purchasing,,0,2021-05-03,100% 60 Day,0,0,0,0,0,0,0,,0,2023-07-12
1,CFC Podium 2,1386,شركة مصر للمعدات,113,886,20301703,,STANDARD,EGP,  12-FEB-20,32315,Purchasing,,0,2020-04-05,100% 60 Day,0,0,0,0,0,0,0,,0,2023-07-12
1,Elsewedy Univ - Enabling Works,1386,شركة مصر للمعدات,85,254,18310339,,STANDARD,EGP,  09-OCT-18,12460,Purchasing,,0,2018-10-25,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,Ministries Buildings,1386,شركة مصر للمعدات,60,3258,1608257,,STANDARD,EGP,  17-MAY-17,,,,0,2017-06-16,100% 30 Days,0,0,0,0,0,0,0,,0,2023-07-12
1,Other,1386,شركة مصر للمعدات,error,1587,22307182,Current account Purchasing,STANDARD,EGP,  24-MAY-22,,,,47768.05,2022-05-24,Immediate,0,47768.05,0,0,0,0,0,,0,2023-07-12
1,Sokhna Port Expansion,1388,سوماك,145,5830,22302428,,STANDARD,EGP,  20-FEB-22,57989,Purchasing,,127.83,2022-02-20,Immediate,0,127.83,0,0,0,0,0,,0,2023-07-12
1,Other,1390,المناهرى,error,OB-ST-2017-602,1605866,,STANDARD,EGP,  31-MAR-17,,,,28694.5,2017-04-30,100% 30 Days,0,28694.5,0,0,0,0,0,,0,2023-07-12
1,"EMAAR-PKG# 144, Marassi",1392,الصناعات الهندسية المعمارية - ايكون,93,100017267,19314188,,STANDARD,EGP,  27-NOV-19,28143,Procurement,,0,2019-11-27,Immediate,0,0,0,0,0,0,0,,0,2023-07-12
1,"EMAAR-PKG# 144, Marassi",1392,الصناعات الهندسية المعمارية - ايكون,93,100017522,20300441,,STANDARD,EGP,  19-JAN-20,30451,Procurement,,12727.53,2020-01-19,Immediate,0,12727.53,0,0,0,0,0,,0,2023-07-12
2,Ministries Buildings,1394,شركة نجارة المباني العصرية موبيكا,60,13 minis,22400695,,STANDARD,EGP,  26-JAN-22,32388,Procurement,,47326.12,2022-02-12,100% 30 Days,0,47326.12,0,0,0,0,0,,0,2023-07-12
2,Closed,1394,شركة نجارة المباني العصرية موبيكا,error,رد جزء من التأمين,19406646,,STANDARD,EGP,  23-DEC-19,,,,161.99,2019-12-23,Immediate,0,161.99,0,0,0,0,0,,0,2023-07-12
2,Other,1394,شركة نجارة المباني العصرية موبيكا,error,خصم م 5 جيزة 1,1600119,,DEBIT,EGP,  22-MAY-17,,,,-35131.31,2017-06-21,100% 30 Days,0,-35131.31,0,0,0,0,0,,0,2023-07-12
2,Other,1394,شركة نجارة المباني العصرية موبيكا,error,5 final gz1,1609545,,STANDARD,EGP,  22-MAY-17,,,,7898.25,2017-06-21,100% 30 Days,0,7898.25,0,0,0,0,0,,0,2023-07-12
2,Other,1394,شركة نجارة المباني العصرية موبيكا,error,رد تأمين جيزة 1,1620740,,STANDARD,EGP,  10-NOV-17,,,,1408.72,2017-12-10,100% 30 Days,0,1408.72,0,0,0,0,0,,0,2023-07-12
1,Other,1394,شركة نجارة المباني العصرية موبيكا,error,5687,1619369,,STANDARD,EGP,  26-NOV-17,1772,Purchasing,,21451.5,2017-12-26,100% 30 Days,0,21451.5,0,0,0,0,0,,0,2023-07-12
1,Other,1394,شركة نجارة المباني العصرية موبيكا,error,2172006363,18300736,,STANDARD,EGP,  31-JAN-18,3667,Purchasing,,4210.85,2018-03-02,100% 30 Days,0,4210.85,0,0,0,0,0,,0,2023-07-12
1,Other,1399,الشرق الاوسط لتكنولوجيا المساحة,error,OB-ST-2017-603,1605867,,STANDARD,EGP,  31-MAR-17,,,,361.35,2017-04-30,100% 30 Days,0,361.35,0,0,0,0,0,,0,2023-07-12
1,Other,1400,موسسة السلمي,error,OB-ST-2017-6058,1606140,,STANDARD,EGP,  31-MAR-17,,,,0.28,2017-03-31,Immediate,0,0.28,0,0,0,0,0,,0,2023-07-12
1,Other,1401,ستايل للطباعة ( ستايل برنت ),error,OB-ST-2017-604,1605868,,STANDARD,EGP,  31-MAR-17,,,,4632.75,2017-04-30,100% 30 Days,0,4632.75,0,0,0,0,0,,0,2023-07-12
1,Other,1402,الهندسية للنظم المتطورة,error,OB-ST-2017-6059,1606141,,STANDARD,EGP,  31-MAR-17,,,,0.61,2017-03-31,Immediate,0,0.61,0,0,0,0,0,,0,2023-07-12
1,Other,1404,المصرية لتكنولوجيا تشغيل المعادن EMBT,error,OB-ST-2017-605,1605869,,STANDARD,EGP,  31-MAR-17,,,,164.25,2017-04-30,100% 30 Days,0,164.25,0,0,0,0,0,,0,2023-07-12
1,Mohamed Ali Palace Restoration,1405,وان واى للحاسبات والنظم,78,4683,19311508,,STANDARD,EGP,  30-SEP-19,27220,Information Technology,,0,2019-09-30,Immediate,0,0,0,0,0,0,0,,0,2023-07-12
1,HST Bridges-Sokhna & Mahager,1405,وان واى للحاسبات والنظم,152,7882,23306772,IT,STANDARD,EGP,  26-JUN-23,85360,Information Technology,,8729.96,2023-08-04,100% 45 Day,0,0,8729.96,0,0,0,0,,0,2023-07-12
1,Abo Shanab El Agamien,1405,وان واى للحاسبات والنظم,195,7849,23306775,IT,STANDARD,EGP,  26-JUN-23,85643,Information Technology,,8000,2023-08-05,100% 45 Day,0,0,8000,0,0,0,0,,0,2023-07-12
1,EGAT Mechanical Installations,1405,وان واى للحاسبات والنظم,198,7911,23306776,IT,STANDARD,EGP,  26-JUN-23,85516,Information Technology,,8500,2023-08-05,100% 45 Day,0,0,8500,0,0,0,0,,0,2023-07-12
1,Other,1405,وان واى للحاسبات والنظم,error,5488,20309941,,STANDARD,EGP,  19-AUG-20,39135,Information Technology,,0,2020-10-02,100% 45 Day,0,0,0,0,0,0,0,,0,2023-07-12
1,Other,1405,وان واى للحاسبات والنظم,error,7906,23306375,IT,STANDARD,EGP,  15-JUN-23,85158,Information Technology,,2999.98,2023-07-23,100% 45 Day,0,0,2999.98,0,0,0,0,,0,2023-07-12
1,Other,1405,وان واى للحاسبات والنظم,error,7909,23306374,IT,STANDARD,EGP,  15-JUN-23,85028,Information Technology,,8299.94,2023-07-23,100% 45 Day,0,0,8299.94,0,0,0,0,,0,2023-07-12
1,Other,1405,وان واى للحاسبات والنظم,error,7908,23306387,IT,STANDARD,EGP,  15-JUN-23,85029,Information Technology,,17699.46,2023-07-23,100% 45 Day,0,0,17699.46,0,0,0,0,,0,2023-07-12
1,Other,1405,وان واى للحاسبات والنظم,error,7905,23306803,IT,STANDARD,EGP,  26-JUN-23,85031,Information Technology,,174995.7,2023-08-10,100% 45 Day,0,0,174995.7,0,0,0,0,,0,2023-07-12
1,Other,1405,وان واى للحاسبات والنظم,error,7904,23306931,IT,STANDARD,EGP,  30-JUN-23,85030,Information Technology,,49999.94,2023-07-23,100% 45 Day,0,0,49999.94,0,0,0,0,,0,2023-07-12
2,Other,1406,الحافظ للتجارة والمقاولات - حامد محمد,error,OB-ADV-2017-6209,1601383,,PREPAYMENT,EGP,  31-MAR-17,,,,0.02,2017-03-31,Immediate,0,0.02,0,0,0,0,0,,0,2023-07-12
2,Elsewedy Univ - Enabling Works,1408,باور ماركت لتجارة المهمات الكهربائية,85,جامعة السويدى 4,19402873,,STANDARD,EGP,  19-JUN-19,20226,Mechanical,,17787.33,2019-07-19,100% 30 Days,0,17787.33,0,0,0,0,0,,0,2023-07-12
2,Elsewedy Univ - Enabling Works,1408,باور ماركت لتجارة المهمات الكهربائية,85,Adj جامعة السويدى 4,19403090,,CREDIT,EGP,  30-JUN-19,20226,Mechanical,,-17787.33,2019-06-30,Immediate,0,-17787.33,0,0,0,0,0,,0,2023-07-12
2,IKEA Extension MoA,1408,باور ماركت لتجارة المهمات الكهربائية,112,IKEA ختامى,21406784,,STANDARD,EGP,  28-SEP-21,29211,Procurement,,7551.51,2021-10-20,100% 30 Days,0,7551.51,0,0,0,0,0,,0,2023-07-12
2,Ministries Buildings,1408,باور ماركت لتجارة المهمات الكهربائية,60,34 وزارات,21404549,,STANDARD,EGP,  30-JUN-21,21048,Mechanical,,293960.84,2021-07-21,100% 30 Days,0,293960.84,0,0,0,0,0,,0,2023-07-12
